datetime,sentence,prediction,label
2019-11-18 14:15:55,"\@dannygokey http://twitpic.com/6htud - Aww""",1.0,1
2019-11-18 14:16:55,"\@dannygokey http://twitpic.com/6pjbz - sorry""",1.0,0
2019-11-18 14:17:55,@dannygokey http://twitpic.com/6rshi - AHHHH omgg you are amazing. Glasses #51!? you are beautifull I love youuu Danny,1.0,1
2019-11-18 14:18:55,@dannygokey http://twitpic.com/6rshi - U look really good in those glasses. Can't wait 2 c u in Milwaukee 4 the idol tour.,1.0,1
2019-11-18 14:19:55,@dannygokey http://twitpic.com/6rshi - very handsome,1.0,1
2019-11-18 14:20:55,@dannygokey i cant wait to see you on tour in the sovereign center! keep up the amazing work! you are my favorite,1.0,1
2019-11-18 14:21:55,@dannygokey I love you DANNY GOKEY!!,1.0,1
2019-11-18 14:22:55,@dannygokey I love you DANNY GOKEY!! :),1.0,1
2019-11-18 14:23:55,"\@dannygokey I wish u guys were comin to Denver""",0.0,1
2019-11-18 14:24:55,@dannygokey Iam so sad I missed your chat seesion yesterday! I didnt get the tweets on my phone!!!,0.0,0
2019-11-18 14:25:55,@dannygokey I'll b watching anxiously 2 c that! I'm gonna hold u 2 it!,0.0,1
2019-11-18 14:26:55,@dannygokey im so upset u were at US weekly my uncle works there but he apparently didnt know how big of a fan i am!,0.0,0
2019-11-18 14:27:55,@dannygokey I'm still waiting for an iphone,0.0,1
2019-11-18 14:28:55,"\@dannygokey it is quiet today""",1.0,1
2019-11-18 14:29:55,"\@dannygokey it might take a while""",1.0,1
2019-11-18 14:30:55,"\@dannygokey just remember""",1.0,1
2019-11-18 14:31:55,@dannygokey Looking smexy Mr. Gokey!! Can't wait to see you on tour,1.0,1
2019-11-18 14:32:55,@dannygokey mine is doing the same thing. something must be wrong with twitter today,1.0,0
2019-11-18 14:33:55,@dannygokey much love from Atlanta Danny  hope life is treating u well!!!! Xo,1.0,1
2019-11-18 14:34:55,"\@dannygokey nevermind""",1.0,0
2019-11-18 14:35:55,@dannygokey Now our pictures match...ish.,1.0,0
2019-11-18 14:36:55,@dannygokey Oh Danny...beautiful pic... I'm so sorry about ur lost  I'm sure that Jesus will comfort ur heart...I'll pray 4 u 2...xoxo,0.0,1
2019-11-18 14:37:55,@dannygokey oh gosh I'm sorry.   Hopefully they find it!  &lt;3,1.0,1
2019-11-18 14:38:55,"\@dannygokey oh no that sucks  well""",1.0,0
2019-11-18 14:39:55,@dannygokey Ok that just stinks!!  Where did your luggage travel to...or are they still trying to figure that out?    Bummer.,0.0,0
2019-11-18 14:40:55,@dannygokey on 4th place now!!!  been voting like every 20 mins...woohoo!!,0.0,1
2019-11-18 14:41:55,@dannygokey Or it was one hell of a GOOD DREAM...lol  I hope the rest of your day goes great!!,1.0,1
2019-11-18 14:42:55,"\@dannygokey Sleep well and have nice""",0.0,1
2019-11-18 14:43:55,@dannygokey take care. i hope you and your luggage will be in the same plane...,1.0,1
2019-11-18 14:44:55,@dannygokey the chat doesn't work for me for some reason.  but hope you have fun with the chats!,0.0,1
2019-11-18 14:45:55,@dannygokey the same thing keeps happening to me,0.0,0
2019-11-18 14:46:55,"\@dannygokey This all sucks hugely. Sorry about this""",1.0,0
2019-11-18 14:47:55,@blackmikeatx he went back 2 nigeria last weekend so no fathers day,0.0,0
2019-11-18 14:48:55,@blackmix i hope at least its a good long day,1.0,1
2019-11-18 14:49:55,@blackmonalisa *my phone hates me! i have no missed call from you! im going to send you an email about it luv. good night.,0.0,1
2019-11-18 14:50:55,@blackmonalisa Lucky girl! Spending her wknd in BK...wish I were there...,0.0,1
2019-11-18 14:51:55,"\@Blacknell No beer!?! Tonight Chinese food in LA China town for me. No beer here too""",0.0,0
2019-11-18 14:52:55,@blacknight And blo.gg has of course already gone,1.0,0
2019-11-18 14:53:55,@blacknight Of course  I can always go back and clean up later,0.0,1
2019-11-18 14:54:55,"\@blacknight That is a lot of words""",1.0,0
2019-11-18 14:55:55,@BlacKnightBK hahah  @DatDudeSuccess too much effort blah I'm good! LOL @lutesvegas yeah no doubt,1.0,1
2019-11-18 14:56:55,"\@BlacKnightBK There are two shows""",1.0,1
2019-11-18 14:57:55,"\@BlackoutsBox Aw""",1.0,1
2019-11-18 14:58:55,"\@BlackParade93 Hey""",1.0,1
2019-11-18 14:59:55,"\@BlackPearl890 thanks""",1.0,1
2019-11-18 15:00:55,"\@BlackPearlCreat Hye lady""",1.0,1
2019-11-18 15:01:55,"\@blackphiber Thanks man for the info""",1.0,1
2019-11-18 15:02:55,"\@BlackPlastic yes""",1.0,1
2019-11-18 15:03:55,@BlackQueen1010 HA! I keep trying to set up lunch with @ZintaAistars and we usually end up canceling because that thing called WORK,1.0,0
2019-11-18 15:04:55,@BlackQueen1010 oh man..at least u get to tweet us  and working sat or sun is grind! Cause I ain't doing it. Lol,0.0,1
2019-11-18 15:05:55,@BLACKRHOMBUS you are welcome  do you want to co-tweet with me via live_vibrantly ?,1.0,1
2019-11-18 15:06:55,@BlackRose1090 who is gone? btw HEYYYYYYYYYYYYYYYYYY! i miss u,1.0,1
2019-11-18 15:07:55,@blackrose36 I love just adding a new contact or event on the computer or iPhone an it gets synced pretty much right away,1.0,1
2019-11-18 15:08:55,@blackrose36 I've sent 3 today. Together we will rid Twitter of the annoying spammers!,1.0,1
2019-11-18 15:09:55,"\@blackrosefrvamp : eh cing""",1.0,0
2019-11-18 15:10:55,@blackroses86  aww i hate that feeling too,0.0,0
2019-11-18 15:11:55,@BlackRoseSakura I'll miss you,0.0,0
2019-11-18 15:12:55,@blackrugger apologies again but i know zero single females.,1.0,0
2019-11-18 15:13:55,@Blackrush Yea ....sure...I make that mistake all the time,0.0,0
2019-11-18 15:14:55,@blacksheepbikes Gotta love ebay! I sell collectibles,1.0,1
2019-11-18 15:15:55,@BlacksilkBlog Hugs to you for not being able to shag Crush anymore  x,1.0,0
2019-11-18 15:16:55,@blacksmaru It really takes around 2 hours for quick disconnects?,0.0,0
2019-11-18 15:17:55,"\@blacksneakers @sashasayssashay if it's for me and it's really nice""",1.0,1
2019-11-18 15:18:55,@blacksocialite explains shit ssooo in depth so that you can understand! Uggh Broken-Hearted Girl video is so much deeper then the lyrics,1.0,1
2019-11-18 15:19:55,@blacksocialite I think we staying at slice... I showed 255 my real I'd,1.0,0
2019-11-18 15:20:55,@blacksocialite i wish you were here so we could have another lunch date there,0.0,0
2019-11-18 15:21:55,"\@blacksocialite LOL! Not quite""",1.0,1
2019-11-18 15:22:55,@dannywood Oh It was marathon sex? mahasha,1.0,1
2019-11-18 15:23:55,"\@dannywood One day""",1.0,0
2019-11-18 15:24:55,@dannywood Poor guy  Sounds like u needa soak in a nice hot Epsom Salt bath!!,1.0,1
2019-11-18 15:25:55,"\@dannywood principessa26 is your biggest fan! hit her up. her name is sandra! she gave u the dog tags in london""",1.0,1
2019-11-18 15:26:55,@dannywood rub it in that i wont b seein it,1.0,0
2019-11-18 15:27:55,@dannywood running late today? I wish I could run outside this morning but it's raining  can't wait to see you on Friday at the today show,0.0,0
2019-11-18 15:28:55,@dannywood so disappointed u left ur Miami fans without Full Service!!!,0.0,0
2019-11-18 15:29:55,@dannywood Sweets may you have a very Happy and Wonderful Birthday.  Hugs,1.0,1
2019-11-18 15:30:55,@dannywood Thank you Danny Wood!  We all love you too!,1.0,1
2019-11-18 15:31:55,@dannywood thanks Danny we love you too.,1.0,1
2019-11-18 15:32:55,@dannywood that would make the M&amp;G very entertaining,0.0,1
2019-11-18 15:33:55,@dannywood That's really sad  Know that those who have lost to cancer support what clearly is still a daily struggle for you! xo,1.0,1
2019-11-18 15:34:55,"\@dannywood Thats the right way indeed Keep it up""",1.0,1
2019-11-18 15:35:55,@dannywood there's not a star in the sky....that could equal to the sparkle in your eye...Danny &lt;3 you is not hard to do!!!,1.0,1
2019-11-18 15:36:55,@dannywood This isnt really danny.  He would never talk like that.  Stop acting like ur danny.,0.0,0
2019-11-18 15:37:55,@dannywood u left the ship &amp; i did not get to say good bye....awesome seeing u again &amp; ur dad &amp; daughter,0.0,1
2019-11-18 15:38:55,@dannywood U R SICK and GROSS. and to think I liked &amp; respected u . honestly. keep stuff like that to urself !,0.0,1
2019-11-18 15:39:55,@dannywood wahooo! Can't wait to see what you guys have in store for us! 2 weeks tomorrow,0.0,1
2019-11-18 15:40:55,@dannywood We love you too Danny x hurry up and come back to the uk we miss you,1.0,1
2019-11-18 15:41:55,@dannywood WHAT???!!!!!!!   i wish I got 5 star    it sold out in 3 seconds!,0.0,0
2019-11-18 15:42:55,@dannywood Will @JonathanRKnight b taking part? He will if u tell him it's &quot;good 4 the band&quot;.,1.0,0
2019-11-18 15:43:55,@dannywood won 8th row to Tinley Park and then 2 hours later they were taken from me.  How crushing,0.0,0
2019-11-18 15:44:55,"\@dannywood Yeah""",1.0,1
2019-11-18 15:45:55,@dannywood You're def my inspiration and example for keeping and improving my physical health  Cant think of ne1 better! :O),1.0,1
2019-11-18 15:46:55,@dannywood.. I would love too but gotta go get the hair done   Next time?,0.0,1
2019-11-18 15:47:55,@dannyXDphantom i think so,1.0,1
2019-11-18 15:48:55,@danohagan Even if we do have to put up with ITV's pixellated block-o-vision,1.0,0
2019-11-18 15:49:55,"\@danoleary wow""",1.0,1
2019-11-18 15:50:55,@danoliver I'd love to blag #motogp tickets for donington... running out of time and not looking likely though,1.0,0
2019-11-18 15:51:55,@danoliver It's a great recipe for RSI too,1.0,1
2019-11-18 15:52:55,"\@danoliverm hahaha... who""",1.0,1
2019-11-18 15:53:55,@danoool HAHHAHAH i can imagine that would have caused GREAT laughter...wish i had the guts to do that,0.0,1
2019-11-18 15:54:55,@danosaur2000 HEY! You said you'd go to bed earlier if you played video games  you lieeeed.,0.0,0
2019-11-18 15:55:55,"\@danosaur2000 Yes! It def made sense""",1.0,1
2019-11-18 15:56:55,"\@blacksocialite that's true""",1.0,1
2019-11-18 15:57:55,@blacksta2 I haven't had enough time to play with it,1.0,0
2019-11-18 15:58:55,@blackstarmedia thanks.  thanks for you &amp; all my followers who dealt with my blowup also. sometimes you just can't take it anymore! lol,1.0,1
2019-11-18 15:59:55,"\@BLACKSUGA Check you out! Gorgeous""",1.0,1
2019-11-18 16:00:55,@BlackSwanUC haha happy to entertain  xx,1.0,1
2019-11-18 16:01:55,@BlackSymbiote I know!!! Damn  My phone needs to be plugged in to work now tho. So I need to change NOW. I feel like all plans went up tho,0.0,0
2019-11-18 16:02:55,@blacktar Didn't she quite clearly state that she wanted to give Elain Paige a run for her money?  #susanboyle,0.0,1
2019-11-18 16:03:55,@blacktara I still need a date for ya wedding now - I knew I should've said I was gon be dolo. Wishful thinkin I guess  haha,0.0,1
2019-11-18 16:04:55,@BLACKTARA no doubt!!! Im there,1.0,1
2019-11-18 16:05:55,@BlackTennisPros There are many surprises this year at the French Open. Some are pretty shocking.,1.0,0
2019-11-18 16:06:55,@blackthundr u missed jerk sesh part 2 the other night  i better see some jerkin in the freestyle circle at the fair tho! haha,0.0,0
2019-11-18 16:07:55,@blacktouch007 That helps just your offer of help.  How are you doing?,1.0,1
2019-11-18 16:08:55,"\@BlackTrenchWerk NOOOOOOOO Mine is the 2nd  We can Have It Together""",1.0,0
2019-11-18 16:09:55,"\@BlackTsChica Nice on the pimpin""",1.0,1
2019-11-18 16:10:55,@BlackVegan @liber8dsoul @astroMELANIN @SAFARI_BLACK Good Morning to my Get Fresh Crew!,1.0,1
2019-11-18 16:11:55,@BlackVegan can you address my workpile when you're through?,1.0,0
2019-11-18 16:12:55,@BlackVegan ha ha! just got ur @ reply - I steppedout for a minute,1.0,1
2019-11-18 16:13:55,@blackwhiteworld ahah ok I will get some money to bribe miss hill....o wait :S I'm broke,0.0,1
2019-11-18 16:14:55,@blackwhiteworld fml,1.0,0
2019-11-18 16:15:55,@blackwingedboy Not sure why meaning you never read what I write.  Just to clarify. Ahem...,0.0,0
2019-11-19 1:34:57,"\@Dannymcfly yayyyyy!! we miss you so so so much""",1.0,1
2019-11-19 1:35:57,"\@Dannymcfly yeaah the life is full""",1.0,1
2019-11-19 1:36:57,@dannymcfly you and @tommcfly on twitter? this restaurant must be really boring! ahahahhaha,1.0,0
2019-11-19 1:37:57,@Dannymcfly you need to tweet #dannyforboltonmatch so everyone knows about it,1.0,0
2019-11-19 1:38:57,@Dannymcfly you was amazing on TV show HAHAHA   kills me to laugh!,1.0,1
2019-11-19 1:39:57,"\@Dannymcfly You were amazing""",1.0,1
2019-11-19 1:40:57,@Dannymcfly you're AMAZING guyyyyyyyys! thanks for the show... and sorry if we were not what you imagined,1.0,1
2019-11-19 1:41:57,@Dannymcfly yum. Japanese sounds good right about now.,1.0,1
2019-11-19 1:42:57,"\@Dannymcfly:*bruce&gt; http://twitpic.com/6mvhq  &quot;bruce""",1.0,1
2019-11-19 1:43:57,@dannymcgrady sorry didnt feel like going out todayy,0.0,0
2019-11-19 1:44:57,@dannymcguffin yay! Wow I didn't realize how tall she was! So where are the dancing/fighting bouncers pic?,1.0,0
2019-11-19 1:45:57,"\@dannymekanik Give yourselves at least a couple of days off in between""",0.0,0
2019-11-19 1:46:57,"\@DannyMinick nah that's ok""",1.0,1
2019-11-19 1:47:57,@dannynelson Whats up?,1.0,0
2019-11-19 1:48:57,@dannynic I agree whole heartedly - will be training in about an hour - in doors like you,1.0,1
2019-11-19 1:49:57,@dannynic sounds like a money making opportunity,1.0,1
2019-11-19 1:50:57,@dannynic would you get me a hose pipe.. mutt's eaten mine and i don't fancy facing the B&amp;Q holiday muppetry,1.0,0
2019-11-19 1:51:57,@dannynorthphoto thankies,1.0,1
2019-11-19 1:52:57,@dannynorthphoto The more the merrier,1.0,1
2019-11-19 1:53:57,@dannyo_O umm...ok. i'll shut up. sorry,0.0,0
2019-11-19 1:54:57,"\@dannyordinary Hey""",1.0,1
2019-11-19 1:55:57,"\@DannyPitt come up stairs""",1.0,1
2019-11-19 1:56:57,@DannysBaby you've got yourself a new follower straight from Brazil!!!  follow me back please?,1.0,1
2019-11-19 1:57:57,@DannysFoxySmile i knew it was you when i read the username. ) hi katharine!,1.0,1
2019-11-19 1:58:57,@DannysGhirl ah cool- there's loads more pics on there  x,1.0,1
2019-11-19 1:59:57,@DannysGhirl hehe i found ya,1.0,1
2019-11-19 2:00:57,@DannysGhirl hey hun...hungover &amp; working  just popping on here 4 a little skive lol..how r u?? x,1.0,0
2019-11-19 2:01:57,@DannysGhirl Thanks I found the cd and ordered it,1.0,1
2019-11-19 2:02:57,@DannysGhirl Yeah there are loads....I'll send u the links nearer the time!,1.0,1
2019-11-19 2:03:57,@DannysGhirl yes back on rout to my wee town in germany 93 days and im home to scotland!,1.0,1
2019-11-19 2:04:57,"\@DannysGirlinSFL Good night and I finally see you""",1.0,1
2019-11-19 2:05:57,"\@dannysgirlsg1 *looks up what the heck Pac Sun is* Ahh""",1.0,0
2019-11-19 2:06:57,@dannysgirlsg1 Agreed.,1.0,1
2019-11-19 2:07:57,@dannysgirlsg1 Approve of what? I'm not sure which random thought you're referring to.,1.0,0
2019-11-19 2:08:57,"\@dannysgirlsg1 I wasn't sure if it was that""",0.0,0
2019-11-19 2:09:57,@Darealamberrose ...PussyCat Dolls I guess,1.0,0
2019-11-19 2:10:57,@Darealamberrose Destiny's Child,1.0,1
2019-11-19 2:11:57,"\@Darealamberrose That's my baby""",1.0,1
2019-11-19 2:12:57,@DaRealAngelLola I AINT GET MY COPY YET!!,0.0,0
2019-11-19 2:13:57,@darealarigold NYC all day baby,1.0,1
2019-11-19 2:14:57,@DaRealBelinda  okay...i guess i can do that,0.0,1
2019-11-19 2:15:57,@DAREALGC where have u been??? Have not seen u for days!!! Ivy leaving me  gunna need some friends lol http://myloc.me/4a4X,1.0,1
2019-11-19 2:16:57,@darealistplayer hehe ive run out of comebacks,1.0,1
2019-11-19 2:17:57,@DaRealJimBeanz I don't even have it!!!!!!!,0.0,0
2019-11-19 2:18:57,@darealmikejones yea tryin hard to enjoy it  it gets hard sometimes but cant forget to make it better...thanks bro,0.0,1
2019-11-19 2:19:57,"\@DaRealMrDevine damn! I gotta hear it when u done..thats the stuff 4 the other dude rite?Ima have 2 go back sooner""",0.0,1
2019-11-19 2:20:57,"\@DaRealMrDevine lol! I thought we was suppose to guess..damn""",1.0,0
2019-11-19 2:21:57,@DaRealsebastian  lol,1.0,1
2019-11-19 2:22:57,"\@DaRealsebastian Did you watch the game Friday? If so""",1.0,1
2019-11-19 2:23:57,@DaRealsebastian I wanna see Transformers too!,0.0,1
2019-11-19 2:24:57,@DaRealsebastian im really not,1.0,0
2019-11-19 2:25:57,@DaRealSebastian my mom told me to shut up when i thanked her for conceiving me on her birthday in 82,1.0,0
2019-11-19 2:26:57,@DaRealsebastian ok thats when ur gonna think im not just goofy but also stupid how do i e mail without others seeing?im new on twitter,1.0,0
2019-11-19 2:27:57,@DaRealsebastian omg! Nooooo.. Boston,1.0,0
2019-11-19 2:28:57,@DaRealsebastian they closed my neighborhood Quiznos,1.0,0
2019-11-19 2:29:57,@DaRealsebastian: @SoFauxReal  &lt;--- ???,1.0,1
2019-11-19 2:30:57,@darealsuperwman and @shanellenajee so why did I drive all the way here to velvet and no1 is here.,1.0,0
2019-11-19 2:31:57,@darealTinaT Hey Love!!!,1.0,1
2019-11-19 2:32:57,@Darealtyson glad to have you back,0.0,1
2019-11-19 2:33:57,@daredev03 You are most welcome and thank you for sharing. Have a totally inspired and awesome day!,1.0,1
2019-11-19 2:34:57,@dareiff LOL yeah well that's very true. Got to hang in there for the flashbacks!!,1.0,1
2019-11-19 2:35:57,@darell_794 sorry !!i cant find it !! !!! send again !!!  !!!,0.0,0
2019-11-19 2:36:57,@Darell_Rodan it didn't show up!    And I still don't have a picture of Darell for mi telefono. D:,0.0,0
2019-11-19 2:37:57,@darenBBC i hope it goes okay for you man. i know what your family mean to you,0.0,1
2019-11-19 2:38:57,@DarenKagasoff that sucks!,1.0,0
2019-11-19 2:39:57,@darenothope LOL!! That's a good play! I made the mistake of watching the Non-Lois episodes this season.,1.0,1
2019-11-19 2:40:57,@DAREvolutionary Glad you weren't food-poisoned!    Is it getting warm up where you are yet?,1.0,0
2019-11-19 2:41:57,@DAREvolutionary hahaha  thanks!,1.0,1
2019-11-19 2:42:57,@DAREvolutionary Lol ok I'm tired again. Nite,0.0,1
2019-11-19 2:43:57,"\@daria1275 Awwww""",1.0,1
2019-11-19 2:44:57,@DariaDAMMIT Voted! Thanks!,1.0,1
2019-11-19 2:45:57,@darian99 awe. i wanted to go out last night. honestly! but i couldnt boost a vehicle in time.  we gonna hang today?,0.0,0
2019-11-19 2:46:57,@darianmarie43 paha... isn't that the best? I love it when I can't hear myself sing.,1.0,0
2019-11-19 2:47:57,@DarianMurray Thanks Im glade you think &quot;Video Phone&quot; is gangsta  LOL! We need to get that bumping in the clubs this summer!,1.0,1
2019-11-19 2:48:57,@DarianRogue umm whats the math... hw.... yeah    email me the list k?,1.0,1
2019-11-19 2:49:57,@DariaT maybe your two brains can learn to work together,0.0,0
2019-11-19 2:50:57,@dannysgirlsg1 I'm mentally disturbed enough as it is.,1.0,0
2019-11-19 2:51:57,@dannysgirlsg1 nothing important i home...,1.0,1
2019-11-19 2:52:57,@dannysgirlsg1 yea it still sucks.  #Fixreplies,1.0,0
2019-11-19 2:53:57,@dannysullivan  Fridays will be like this  until the Fall,1.0,1
2019-11-19 2:54:57,@dannysullivan  I did make them. Thank God for the all the frosting. It covered up  the many flaws.,1.0,1
2019-11-19 2:55:57,@dannysullivan Saw Flight of The Concords in Concert a month ago in Vancover. They were great!! I'm a big fan. Sorry I had to miss SMXA,0.0,1
2019-11-19 2:56:57,@dannysullivan stole my laptop and typed a message into our coverage. You'll read it on @outspokenmedia shortly.,1.0,0
2019-11-19 2:57:57,@dannysullivan to keynote SMX Sao Paulo? ;) Next August 4th. See ya tomorrow at ad:tech Danny,1.0,1
2019-11-19 2:58:57,"\@DannysUltimatum Danny""",1.0,1
2019-11-19 2:59:57,@DannySwain LOL OH LORD!!! I know  I spent all the money I had one day going there. I was upset and hungry,0.0,0
2019-11-19 3:00:57,@dannytan yea..862 articles more to go.,1.0,0
2019-11-19 3:01:57,@Dannythegirl thanks for the props..  ♫ http://blip.fm/~7pxvd,1.0,1
2019-11-19 3:02:57,@DannyTRS the thing with the comic is that it's just not the same as watching the actors with their various quirks  I miss buffy,1.0,1
2019-11-19 3:03:57,@DannyTRS You broke my heart,1.0,0
2019-11-19 3:04:57,@DannyTRS you have bad taste in films,1.0,0
2019-11-19 3:05:57,@dannytsang we are a main sponsor so I expect my picture will be taken  #letsdobusiness,1.0,0
2019-11-19 3:06:57,@DannyUmbert come back into my life!!! im a messsss and need my buddy back,1.0,1
2019-11-19 3:07:57,@Dannyvan @Aneeqah Thank you  I haz a super happi,1.0,1
2019-11-19 3:08:57,@dannyverhoeven You've got mail back Danny  thanks for your mail by the way,1.0,1
2019-11-19 3:09:57,@dannywhitehouse Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip,1.0,0
2019-11-19 3:10:57,@dannywhitehouse That last message wasn't a dig,0.0,0
2019-11-19 3:11:57,@dannywilliams16 Sorry says danny &quot;/,1.0,0
2019-11-19 3:12:57,"\@dannywillis just told him""",1.0,1
2019-11-19 3:13:57,@dannywood   Glad you're back safely....have a great weekend,1.0,1
2019-11-19 3:14:57,@dannywood  anything other than being at work on another saturday!,0.0,0
2019-11-19 3:15:57,@dannywood  LOL  You can spell out Twat.  We don't mind,0.0,1
2019-11-19 3:16:57,@dannywood : Hi Danny. Have a nice day. Good luck for tonight. Love from Your Dearest Potatoe,1.0,1
2019-11-19 3:17:57,@dannywood @JonathanRKnight @joeymcintyre @DonnieWahlberg @jordanknight Hello guys. Have a nice day. Hugs&amp;Kisses,1.0,1
2019-11-19 3:18:57,"\@DannyWood @JordanKnight The only thing I still want is the &quot;Step by Step&quot; Oncie in the NKOTB-store""",1.0,1
2019-11-19 3:19:57,@dannywood ~ There's lots of peeps who couldn't afford the cruise &amp; I happen to be one of them...so sad,1.0,0
2019-11-19 3:20:57,@dannywood Afternoon!! Have a kick ass show!,1.0,1
2019-11-19 3:21:57,@dannywood and early! WOW!,1.0,1
2019-11-19 3:22:57,@dannywood and starting it early  what time is it in Florida? 6 am?,0.0,1
2019-11-19 3:23:57,@dannywood are u watching the atl/phil game? They are all wearing pink ribbons. I thought u would like that,1.0,1
2019-11-19 3:24:57,@dannywood Australians not feeling the love .. now we know tour cancelled ..,1.0,0
2019-11-19 3:25:57,@dannywood Aww  I'm sure your mom would be veryyy proud! Lovee ya! &lt;3 &lt;3 &lt;3,1.0,1
